id_proveedor,id_entidad,n_contratos,monto_total,monto_promedio,n_objetos_unicos,pct_contratacion_directa,pct_comparacion_precios,n_funcionarios_distintos,label_favoritismo_real,dias_actividad,concentracion_objeto,contratos_por_mes,monto_por_funcionario,score_riesgo_favoritismo
P0019,E13,7,1627462.06,232494.58,4,0.0,0.0,3,False,816,0.4285714285714286,0.2573529411764706,542487.3533333334,0.0
P0019,E15,2,57548.76,28774.38,2,0.0,0.5,1,False,250,0.0,0.24,57548.76,0.0
P0019,E16,1,96784.4,96784.4,1,0.0,1.0,1,False,1,0.0,30.0,96784.4,0.0
P0020,E01,1,15021.86,15021.86,1,0.0,0.0,1,False,1,0.0,30.0,15021.86,0.0
P0020,E02,1,40958.86,40958.86,1,0.0,1.0,1,False,1,0.0,30.0,40958.86,0.0
P0020,E03,4,191350.76,47837.69,4,0.25,0.25,1,False,949,0.0,0.1264488935721812,191350.76,0.0
P0019,E07,1,23960.85,23960.85,1,0.0,1.0,1,False,1,0.0,30.0,23960.85,0.0
P0092,E07,2,152834.11000000002,76417.05500000001,2,0.5,0.5,2,False,292,0.0,0.2054794520547945,76417.05500000001,0.0
P0092,E08,1,35158.52,35158.52,1,0.0,1.0,1,False,1,0.0,30.0,35158.52,0.0
P0092,E11,2,121776.07,60888.035,2,0.0,0.5,2,False,266,0.0,0.225563909774436,60888.035,0.0
P0092,E12,1,11013.76,11013.76,1,1.0,0.0,1,False,1,0.0,30.0,11013.76,0.0
P0092,E14,1,28317.93,28317.93,1,0.0,0.0,1,False,1,0.0,30.0,28317.93,0.0
P0092,E16,1,49196.17,49196.17,1,0.0,0.0,1,False,1,0.0,30.0,49196.17,0.0
P0092,E17,2,203817.82,101908.91,1,0.5,0.0,2,False,215,0.5,0.2790697674418604,101908.91,0.0
P0093,E02,2,44564.630000000005,22282.315,2,0.0,0.5,2,False,709,0.0,0.0846262341325811,22282.315,0.0
P0057,E04,1,10500.77,10500.77,1,0.0,0.0,1,False,1,0.0,30.0,10500.77,0.0
P0093,E06,2,70111.99,35055.995,2,0.0,0.5,1,False,134,0.0,0.4477611940298507,70111.99,0.0
P0093,E08,1,26389.41,26389.41,1,0.0,0.0,1,False,1,0.0,30.0,26389.41,0.0
P0093,E11,1,30583.35,30583.35,1,0.0,0.0,1,False,1,0.0,30.0,30583.35,0.0
P0093,E14,1,59330.55,59330.55,1,0.0,0.0,1,False,1,0.0,30.0,59330.55,0.0
P0093,E15,1,29161.25,29161.25,1,0.0,0.0,1,False,1,0.0,30.0,29161.25,0.0
P0093,E16,2,54164.43,27082.215,2,0.0,0.0,2,False,904,0.0,0.0663716814159292,27082.215,0.0
P0093,E17,3,215524.32,71841.44,3,0.0,0.0,3,False,440,0.0,0.2045454545454545,71841.44,0.0
P0094,E00,2,484886.1,242443.05,1,0.0,0.5,2,False,225,0.5,0.2666666666666666,242443.05,0.0
P0093,E05,1,18329.02,18329.02,1,0.0,1.0,1,False,1,0.0,30.0,18329.02,0.0
P0090,E17,1,36575.4,36575.4,1,0.0,1.0,1,False,1,0.0,30.0,36575.4,0.0
P0091,E00,1,30869.68,30869.68,1,0.0,0.0,1,False,1,0.0,30.0,30869.68,0.0
P0091,E01,1,42007.44,42007.44,1,0.0,1.0,1,False,1,0.0,30.0,42007.44,0.0
P0091,E02,1,8973.8,8973.8,1,0.0,0.0,1,False,1,0.0,30.0,8973.8,0.0
P0091,E03,1,91946.8,91946.8,1,0.0,0.0,1,False,1,0.0,30.0,91946.8,0.0
P0091,E07,1,82256.27,82256.27,1,0.0,1.0,1,False,1,0.0,30.0,82256.27,0.0
P0091,E08,1,171860.06,171860.06,1,0.0,0.0,1,False,1,0.0,30.0,171860.06,0.0
P0091,E09,1,143526.89,143526.89,1,0.0,0.0,1,False,1,0.0,30.0,143526.89,0.0
P0092,E06,2,91843.37,45921.685,2,0.0,0.0,1,False,969,0.0,0.0619195046439628,91843.37,0.0
P0091,E15,2,143867.42,71933.71,2,0.0,0.0,1,False,867,0.0,0.0692041522491349,143867.42,0.0
P0091,E16,2,42147.81,21073.905,2,0.0,1.0,2,False,603,0.0,0.099502487562189,21073.905,0.0
P0091,E17,1,117562.11,117562.11,1,0.0,1.0,1,False,1,0.0,30.0,117562.11,0.0
P0092,E00,1,22877.49,22877.49,1,0.0,0.0,1,False,1,0.0,30.0,22877.49,0.0
P0092,E01,4,287165.67,71791.4175,3,0.25,0.5,3,False,986,0.25,0.1217038539553752,95721.89,0.0
P0092,E02,2,110610.1,55305.05,2,0.0,0.0,1,False,1,0.0,60.0,110610.1,0.0
P0092,E04,1,67373.68,67373.68,1,0.0,1.0,1,False,1,0.0,30.0,67373.68,0.0
P0092,E05,1,94866.38,94866.38,1,0.0,1.0,1,False,1,0.0,30.0,94866.38,0.0
P0091,E10,3,267769.84,89256.61333333333,2,0.3333333333333333,0.3333333333333333,2,False,935,0.3333333333333333,0.0962566844919786,133884.91999999998,0.0
P0095,E11,2,79463.94,39731.97,2,0.5,0.0,2,False,24,0.0,2.5,39731.97,0.0
P0095,E12,1,302034.31,302034.31,1,0.0,1.0,1,False,1,0.0,30.0,302034.31,0.0
P0095,E13,2,156658.75,78329.375,2,0.0,0.5,1,False,362,0.0,0.1657458563535911,156658.75,0.0
P0095,E14,2,701189.84,350594.92,2,0.5,0.0,2,False,398,0.0,0.1507537688442211,350594.92,0.0
P0095,E15,1,3529.74,3529.74,1,0.0,1.0,1,False,1,0.0,30.0,3529.74,0.0
P0095,E16,2,139926.35,69963.175,2,0.0,1.0,2,False,884,0.0,0.0678733031674208,69963.175,0.0
P0096,E01,1,56418.71,56418.71,1,0.0,0.0,1,False,1,0.0,30.0,56418.71,0.0
P0096,E02,1,68426.36,68426.36,1,0.0,1.0,1,False,1,0.0,30.0,68426.36,0.0
P0094,E01,1,37686.61,37686.61,1,0.0,1.0,1,False,1,0.0,30.0,37686.61,0.0
P0096,E06,2,122079.85,61039.925,2,0.0,0.5,1,False,155,0.0,0.3870967741935484,122079.85,0.0
P0096,E07,1,74273.39,74273.39,1,0.0,0.0,1,False,1,0.0,30.0,74273.39,0.0
P0096,E09,3,343784.86,114594.95333333332,3,0.0,0.3333333333333333,2,False,196,0.0,0.4591836734693877,171892.43,0.0
P0096,E10,1,155545.33,155545.33,1,0.0,1.0,1,False,1,0.0,30.0,155545.33,0.0
P0096,E11,2,129966.69,64983.345,2,0.5,0.5,1,False,66,0.0,0.9090909090909092,129966.69,0.0
P0096,E12,1,68810.51,68810.51,1,0.0,1.0,1,False,1,0.0,30.0,68810.51,0.0
P0096,E14,2,99959.79,49979.895,2,0.0,0.0,2,False,221,0.0,0.2714932126696833,49979.895,0.0
P0096,E15,2,193465.37,96732.685,1,0.0,1.0,1,False,745,0.5,0.0805369127516778,193465.37,0.0
P0096,E03,1,13263.42,13263.42,1,0.0,1.0,1,False,1,0.0,30.0,13263.42,0.0
P0094,E04,1,61718.89,61718.89,1,0.0,0.0,1,False,1,0.0,30.0,61718.89,0.0
P0094,E05,4,196651.75,49162.9375,3,0.0,0.5,3,False,950,0.25,0.1263157894736842,65550.58333333333,0.0
P0094,E06,2,70942.67,35471.335,2,0.5,0.5,1,False,553,0.0,0.1084990958408679,70942.67,0.0
P0094,E07,3,85597.77,28532.59,3,0.3333333333333333,0.0,2,False,864,0.0,0.1041666666666666,42798.885,0.0
P0094,E08,1,533230.02,533230.02,1,0.0,0.0,1,False,1,0.0,30.0,533230.02,0.0
P0094,E10,1,171792.32,171792.32,1,0.0,0.0,1,False,1,0.0,30.0,171792.32,0.0
P0094,E11,1,10706.83,10706.83,1,0.0,0.0,1,False,1,0.0,30.0,10706.83,0.0
P0094,E12,3,392356.89,130785.63,3,0.6666666666666666,0.0,1,False,630,0.0,0.1428571428571428,392356.89,0.0
P0095,E10,1,4836.3,4836.3,1,0.0,0.0,1,False,1,0.0,30.0,4836.3,0.0
P0094,E14,1,99962.26,99962.26,1,0.0,1.0,1,False,1,0.0,30.0,99962.26,0.0
P0094,E17,2,411571.54,205785.77,2,0.0,0.5,1,False,176,0.0,0.3409090909090909,411571.54,0.0
P0095,E00,1,31750.67,31750.67,1,0.0,0.0,1,False,1,0.0,30.0,31750.67,0.0
P0095,E01,2,274450.52,137225.26,2,0.5,0.5,1,False,737,0.0,0.0814111261872456,274450.52,0.0
P0095,E02,1,133071.15,133071.15,1,0.0,1.0,1,False,1,0.0,30.0,133071.15,0.0
P0095,E03,1,26007.79,26007.79,1,0.0,0.0,1,False,1,0.0,30.0,26007.79,0.0
P0095,E05,2,311997.59,155998.79499999998,2,0.0,0.5,2,False,278,0.0,0.2158273381294964,155998.79499999998,0.0
P0095,E07,1,32144.37,32144.37,1,0.0,0.0,1,False,1,0.0,30.0,32144.37,0.0
P0094,E13,1,48689.95,48689.95,1,0.0,0.0,1,False,1,0.0,30.0,48689.95,0.0
P0086,E00,1,25622.6,25622.6,1,1.0,0.0,1,False,1,0.0,30.0,25622.6,0.0
P0086,E01,3,359563.87,119854.62333333334,3,0.0,0.0,3,False,274,0.0,0.3284671532846716,119854.62333333334,0.0
P0086,E02,4,216356.71,54089.1775,4,0.0,0.25,3,False,784,0.0,0.1530612244897959,72118.90333333334,0.0
P0086,E08,2,464970.36,232485.18,2,0.0,1.0,2,False,527,0.0,0.1138519924098671,232485.18,0.0
P0086,E10,3,282631.92,94210.64,2,0.0,0.6666666666666666,3,False,992,0.3333333333333333,0.0907258064516128,94210.64,0.0
P0086,E11,1,270159.71,270159.71,1,0.0,0.0,1,False,1,0.0,30.0,270159.71,0.0
P0086,E12,1,42595.07,42595.07,1,0.0,0.0,1,False,1,0.0,30.0,42595.07,0.0
P0086,E17,3,105811.33,35270.443333333336,3,0.0,0.3333333333333333,1,False,572,0.0,0.1573426573426573,105811.33,0.0
P0090,E15,1,75831.63,75831.63,1,0.0,1.0,1,False,1,0.0,30.0,75831.63,0.0
P0087,E01,1,21452.61,21452.61,1,0.0,0.0,1,False,1,0.0,30.0,21452.61,0.0
P0087,E02,2,221180.02,110590.01,2,0.0,0.5,2,False,477,0.0,0.1257861635220125,110590.01,0.0
P0087,E05,1,183975.87,183975.87,1,0.0,1.0,1,False,1,0.0,30.0,183975.87,0.0
P0087,E06,2,136636.72,68318.36,2,0.0,0.5,2,False,593,0.0,0.1011804384485666,68318.36,0.0
P0087,E08,2,150868.94,75434.47,2,0.0,0.0,1,False,246,0.0,0.2439024390243902,150868.94,0.0
P0087,E09,3,902242.88,300747.62666666665,2,0.0,1.0,2,False,1031,0.3333333333333333,0.08729388942774,451121.44,0.0
P0087,E10,3,87649.64,29216.546666666665,2,0.0,0.0,3,False,574,0.3333333333333333,0.156794425087108,29216.546666666665,0.0
P0087,E11,1,25345.19,25345.19,1,0.0,1.0,1,False,1,0.0,30.0,25345.19,0.0
P0087,E00,1,24242.79,24242.79,1,0.0,1.0,1,False,1,0.0,30.0,24242.79,0.0
P0084,E00,2,185297.32,92648.66,2,0.0,0.5,2,False,364,0.0,0.1648351648351648,92648.66,0.0
P0084,E01,1,18530.09,18530.09,1,0.0,0.0,1,False,1,0.0,30.0,18530.09,0.0
P0084,E03,1,347338.36,347338.36,1,0.0,1.0,1,False,1,0.0,30.0,347338.36,0.0
P0084,E05,1,43377.15,43377.15,1,0.0,1.0,1,False,1,0.0,30.0,43377.15,0.0
P0084,E06,2,113298.82,56649.41,2,0.0,0.0,1,False,202,0.0,0.297029702970297,113298.82,0.0
P0084,E09,3,166950.73,55650.24333333334,3,0.3333333333333333,0.3333333333333333,2,False,373,0.0,0.2412868632707774,83475.365,0.0
P0084,E11,1,133491.88,133491.88,1,1.0,0.0,1,False,1,0.0,30.0,133491.88,0.0
P0084,E14,1,22401.83,22401.83,1,0.0,1.0,1,False,1,0.0,30.0,22401.83,0.0
P0085,E17,1,25784.22,25784.22,1,0.0,0.0,1,False,1,0.0,30.0,25784.22,0.0
P0084,E17,2,290747.98,145373.99,2,0.0,0.5,1,False,790,0.0,0.0759493670886076,290747.98,0.0
P0085,E02,1,48925.37,48925.37,1,0.0,0.0,1,False,1,0.0,30.0,48925.37,0.0
P0085,E04,1,28636.71,28636.71,1,0.0,0.0,1,False,1,0.0,30.0,28636.71,0.0
P0085,E10,1,112191.83,112191.83,1,0.0,0.0,1,False,1,0.0,30.0,112191.83,0.0
P0085,E11,1,10499.52,10499.52,1,0.0,1.0,1,False,1,0.0,30.0,10499.52,0.0
P0085,E13,1,45348.13,45348.13,1,0.0,0.0,1,False,1,0.0,30.0,45348.13,0.0
P0085,E14,3,191824.86,63941.62,2,0.0,1.0,2,False,533,0.3333333333333333,0.1688555347091932,95912.43,0.0
P0085,E15,3,151258.18,50419.39333333333,2,0.0,0.6666666666666666,1,False,793,0.3333333333333333,0.1134930643127364,151258.18,0.0
P0084,E16,1,61691.24,61691.24,1,0.0,0.0,1,False,1,0.0,30.0,61691.24,0.0
P0089,E04,1,8172.26,8172.26,1,0.0,0.0,1,False,1,0.0,30.0,8172.26,0.0
P0089,E06,2,88620.61,44310.305,2,0.0,1.0,1,False,582,0.0,0.1030927835051546,88620.61,0.0
P0089,E08,1,61575.68,61575.68,1,0.0,1.0,1,False,1,0.0,30.0,61575.68,0.0
P0089,E09,1,26727.72,26727.72,1,0.0,0.0,1,False,1,0.0,30.0,26727.72,0.0
P0089,E13,1,146378.11,146378.11,1,0.0,0.0,1,False,1,0.0,30.0,146378.11,0.0
P0089,E16,2,66639.92,33319.96,2,0.5,0.5,2,False,490,0.0,0.1224489795918367,33319.96,0.0
P0089,E17,1,46260.69,46260.69,1,1.0,0.0,1,False,1,0.0,30.0,46260.69,0.0
P0090,E00,1,96695.33,96695.33,1,0.0,0.0,1,False,1,0.0,30.0,96695.33,0.0
P0087,E14,1,34149.97,34149.97,1,0.0,0.0,1,False,1,0.0,30.0,34149.97,0.0
P0090,E02,1,102417.97,102417.97,1,0.0,0.0,1,False,1,0.0,30.0,102417.97,0.0
P0090,E03,2,44900.880000000005,22450.44,2,0.0,0.5,1,False,481,0.0,0.1247401247401247,44900.880000000005,0.0
P0090,E05,1,21349.81,21349.81,1,0.0,1.0,1,False,1,0.0,30.0,21349.81,0.0
P0090,E06,1,163968.17,163968.17,1,0.0,0.0,1,False,1,0.0,30.0,163968.17,0.0
P0090,E08,1,50760.83,50760.83,1,0.0,0.0,1,False,1,0.0,30.0,50760.83,0.0
P0090,E09,2,78199.22,39099.61,2,0.0,0.0,2,False,237,0.0,0.2531645569620253,39099.61,0.0
P0090,E11,2,125815.38,62907.69,1,0.0,0.0,1,False,958,0.5,0.0626304801670146,125815.38,0.0
P0090,E13,3,206545.38,68848.46,3,0.0,0.6666666666666666,3,False,630,0.0,0.1428571428571428,68848.46,0.0
P0090,E01,1,29771.88,29771.88,1,0.0,0.0,1,False,1,0.0,30.0,29771.88,0.0
P0087,E15,3,161265.01,53755.00333333333,3,0.3333333333333333,0.0,1,False,237,0.0,0.3797468354430379,161265.01,0.0
P0087,E17,1,126684.75,126684.75,1,0.0,0.0,1,False,1,0.0,30.0,126684.75,0.0
P0088,E00,2,122522.93,61261.465,2,0.0,0.5,2,False,271,0.0,0.2214022140221402,61261.465,0.0
P0088,E01,2,84509.28,42254.64,2,0.5,0.0,2,False,55,0.0,1.090909090909091,42254.64,0.0
P0088,E02,4,682090.24,170522.56,1,0.0,0.0,3,False,4,0.75,30.0,227363.41333333333,0.0
P0088,E03,3,276686.65,92228.88333333336,3,0.0,0.0,1,False,557,0.0,0.1615798922800718,276686.65,0.0
P0088,E04,2,105744.78,52872.39,2,0.0,0.0,1,False,72,0.0,0.8333333333333334,105744.78,0.0
P0088,E05,1,26611.83,26611.83,1,0.0,0.0,1,False,1,0.0,30.0,26611.83,0.0
P0089,E02,1,185530.47,185530.47,1,0.0,0.0,1,False,1,0.0,30.0,185530.47,0.0
P0088,E07,3,180704.41,60234.80333333334,3,0.0,0.3333333333333333,3,False,950,0.0,0.0947368421052631,60234.80333333334,0.0
P0088,E09,2,237758.08,118879.04,2,0.0,0.5,1,False,94,0.0,0.6382978723404256,237758.08,0.0
P0088,E10,1,175081.92,175081.92,1,0.0,1.0,1,False,1,0.0,30.0,175081.92,0.0
P0088,E11,1,32847.06,32847.06,1,0.0,1.0,1,False,1,0.0,30.0,32847.06,0.0
P0088,E14,4,307600.73,76900.1825,2,0.25,0.0,2,False,1122,0.5,0.106951871657754,153800.365,0.0
P0088,E15,1,71685.98,71685.98,1,0.0,0.0,1,False,1,0.0,30.0,71685.98,0.0
P0088,E16,3,122863.25,40954.41666666666,2,0.3333333333333333,0.0,2,False,270,0.3333333333333333,0.3333333333333333,61431.625,0.0
P0088,E17,2,52431.02,26215.51,2,0.5,0.5,1,False,539,0.0,0.111317254174397,52431.02,0.0
P0088,E06,1,19055.81,19055.81,1,0.0,1.0,1,False,1,0.0,30.0,19055.81,0.0
P0105,E11,2,103961.15,51980.575,2,0.5,0.0,2,False,285,0.0,0.2105263157894736,51980.575,0.0
P0105,E12,1,31269.43,31269.43,1,0.0,1.0,1,False,1,0.0,30.0,31269.43,0.0
P0105,E13,2,192336.09,96168.045,2,0.0,0.0,2,False,48,0.0,1.25,96168.045,0.0
P0105,E16,2,183765.23,91882.615,2,0.0,0.0,2,False,114,0.0,0.5263157894736842,91882.615,0.0
P0106,E01,1,48327.47,48327.47,1,0.0,1.0,1,False,1,0.0,30.0,48327.47,0.0
P0106,E04,1,74408.21,74408.21,1,0.0,1.0,1,False,1,0.0,30.0,74408.21,0.0
P0106,E07,1,179165.32,179165.32,1,1.0,0.0,1,False,1,0.0,30.0,179165.32,0.0
P0106,E17,1,102730.38,102730.38,1,1.0,0.0,1,False,1,0.0,30.0,102730.38,0.0
P0096,E17,3,350915.06,116971.68666666666,3,0.0,0.0,2,False,290,0.0,0.3103448275862069,175457.53,0.0
P0107,E04,3,505320.01,168440.00333333333,3,0.0,0.3333333333333333,2,False,456,0.0,0.1973684210526315,252660.005,0.0
P0107,E06,1,546822.56,546822.56,1,0.0,0.0,1,False,1,0.0,30.0,546822.56,0.0
P0107,E09,2,124620.29,62310.145,2,0.0,0.0,1,False,68,0.0,0.8823529411764706,124620.29,0.0
P0107,E10,1,64459.8,64459.8,1,0.0,1.0,1,False,1,0.0,30.0,64459.8,0.0
P0107,E11,1,58245.53,58245.53,1,0.0,0.0,1,False,1,0.0,30.0,58245.53,0.0
P0107,E12,1,44419.45,44419.45,1,0.0,1.0,1,False,1,0.0,30.0,44419.45,0.0
P0107,E13,2,1070116.96,535058.48,2,0.0,0.5,2,False,586,0.0,0.1023890784982935,535058.48,0.0
P0107,E14,2,287049.72,143524.86,2,0.0,0.5,2,False,622,0.0,0.0964630225080385,143524.86,0.0
P0107,E00,1,67424.5,67424.5,1,0.0,0.0,1,False,1,0.0,30.0,67424.5,0.0
P0104,E00,3,96802.28,32267.426666666663,3,0.3333333333333333,0.0,1,False,1125,0.0,0.08,96802.28,0.0
P0104,E01,1,26322.11,26322.11,1,0.0,0.0,1,False,1,0.0,30.0,26322.11,0.0
P0104,E04,2,43042.59,21521.295,2,0.5,0.0,2,False,548,0.0,0.1094890510948905,21521.295,0.0
P0104,E05,1,184722.57,184722.57,1,0.0,1.0,1,False,1,0.0,30.0,184722.57,0.0
P0104,E06,3,73007.11,24335.70333333333,3,0.0,0.3333333333333333,1,False,1162,0.0,0.0774526678141136,73007.11,0.0
P0104,E07,1,61718.89,61718.89,1,0.0,0.0,1,False,1,0.0,30.0,61718.89,0.0
P0104,E09,2,215360.03,107680.015,2,0.5,0.0,2,False,531,0.0,0.1129943502824858,107680.015,0.0
P0104,E11,2,177497.04,88748.52,1,0.0,0.0,2,False,588,0.5,0.1020408163265306,88748.52,0.0
P0105,E10,1,31350.43,31350.43,1,0.0,0.0,1,False,1,0.0,30.0,31350.43,0.0
P0104,E14,1,53305.82,53305.82,1,0.0,1.0,1,False,1,0.0,30.0,53305.82,0.0
P0104,E15,1,23925.04,23925.04,1,0.0,0.0,1,False,1,0.0,30.0,23925.04,0.0
P0104,E16,2,32185.64,16092.82,2,0.5,0.0,2,False,495,0.0,0.1212121212121212,16092.82,0.0
P0104,E17,1,35274.77,35274.77,1,0.0,0.0,1,False,1,0.0,30.0,35274.77,0.0
P0105,E00,1,9027.71,9027.71,1,1.0,0.0,1,False,1,0.0,30.0,9027.71,0.0
P0105,E03,1,20226.82,20226.82,1,0.0,0.0,1,False,1,0.0,30.0,20226.82,0.0
P0105,E06,1,32328.58,32328.58,1,0.0,0.0,1,False,1,0.0,30.0,32328.58,0.0
P0105,E08,1,23990.75,23990.75,1,0.0,1.0,1,False,1,0.0,30.0,23990.75,0.0
P0104,E12,1,10279.24,10279.24,1,0.0,0.0,1,False,1,0.0,30.0,10279.24,0.0
P0109,E06,1,35941.03,35941.03,1,0.0,1.0,1,False,1,0.0,30.0,35941.03,0.0
P0109,E08,1,4421.4,4421.4,1,0.0,0.0,1,False,1,0.0,30.0,4421.4,0.0
P0109,E09,1,213805.24,213805.24,1,0.0,1.0,1,False,1,0.0,30.0,213805.24,0.0
P0109,E10,2,135463.22,67731.61,2,0.5,0.0,2,False,162,0.0,0.3703703703703703,67731.61,0.0
P0109,E12,1,44594.43,44594.43,1,0.0,0.0,1,False,1,0.0,30.0,44594.43,0.0
P0109,E13,1,14674.27,14674.27,1,0.0,0.0,1,False,1,0.0,30.0,14674.27,0.0
P0109,E14,2,72777.99,36388.995,2,0.0,0.5,2,False,159,0.0,0.3773584905660377,36388.995,0.0
P0000,E08,1,178172.55,178172.55,1,1.0,0.0,1,False,1,0.0,30.0,178172.55,0.0
P0107,E15,1,69292.77,69292.77,1,0.0,0.0,1,False,1,0.0,30.0,69292.77,0.0
P0110,E06,1,9690.05,9690.05,1,0.0,0.0,1,False,1,0.0,30.0,9690.05,0.0
P0110,E07,1,221081.21,221081.21,1,0.0,0.0,1,False,1,0.0,30.0,221081.21,0.0
P0110,E08,1,87374.84,87374.84,1,1.0,0.0,1,False,1,0.0,30.0,87374.84,0.0
P0110,E09,1,325238.86,325238.86,1,0.0,0.0,1,False,1,0.0,30.0,325238.86,0.0
P0110,E10,1,35507.14,35507.14,1,0.0,1.0,1,False,1,0.0,30.0,35507.14,0.0
P0110,E11,1,77588.14,77588.14,1,0.0,0.0,1,False,1,0.0,30.0,77588.14,0.0
P0110,E12,2,72572.76,36286.38,2,0.0,0.0,2,False,587,0.0,0.1022146507666098,36286.38,0.0
P0110,E13,1,61718.89,61718.89,1,0.0,0.0,1,False,1,0.0,30.0,61718.89,0.0
P0110,E00,1,58898.515,58898.515,1,0.0,1.0,1,False,1,0.0,30.0,58898.515,0.0
P0107,E17,1,47152.92,47152.92,1,0.0,0.0,1,False,1,0.0,30.0,47152.92,0.0
P0108,E00,1,43237.13,43237.13,1,0.0,0.0,1,False,1,0.0,30.0,43237.13,0.0
P0108,E01,1,103812.86,103812.86,1,0.0,1.0,1,False,1,0.0,30.0,103812.86,0.0
P0108,E02,3,164829.64,54943.21333333334,3,0.0,0.3333333333333333,3,False,598,0.0,0.1505016722408027,54943.21333333334,0.0
P0108,E05,1,11404.13,11404.13,1,0.0,0.0,1,False,1,0.0,30.0,11404.13,0.0
P0108,E06,1,77765.46,77765.46,1,0.0,0.0,1,False,1,0.0,30.0,77765.46,0.0
P0108,E07,1,69519.2,69519.2,1,0.0,0.0,1,False,1,0.0,30.0,69519.2,0.0
P0108,E08,1,293568.47,293568.47,1,0.0,0.0,1,False,1,0.0,30.0,293568.47,0.0
P0109,E05,1,14139.63,14139.63,1,0.0,0.0,1,False,1,0.0,30.0,14139.63,0.0
P0108,E11,1,43405.94,43405.94,1,0.0,1.0,1,False,1,0.0,30.0,43405.94,0.0
P0108,E12,3,447348.15,149116.05000000002,3,0.0,0.6666666666666666,2,False,563,0.0,0.1598579040852575,223674.075,0.0
P0108,E13,1,21178.13,21178.13,1,0.0,0.0,1,False,1,0.0,30.0,21178.13,0.0
P0108,E14,2,108035.97,54017.985,2,0.0,0.5,2,False,547,0.0,0.109689213893967,54017.985,0.0
P0108,E15,1,447720.92,447720.92,1,0.0,1.0,1,False,1,0.0,30.0,447720.92,0.0
P0108,E17,3,133530.26,44510.08666666667,2,0.0,0.0,2,False,872,0.3333333333333333,0.1032110091743119,66765.13,0.0
P0109,E02,2,178571.57,89285.785,2,0.0,0.5,2,False,494,0.0,0.1214574898785425,89285.785,0.0
P0109,E04,2,79676.70999999999,39838.355,2,0.0,0.5,2,False,172,0.0,0.3488372093023256,39838.355,0.0
P0108,E09,1,140038.16,140038.16,1,0.0,1.0,1,False,1,0.0,30.0,140038.16,0.0
P0099,E06,1,82675.32,82675.32,1,0.0,0.0,1,False,1,0.0,30.0,82675.32,0.0
P0099,E07,2,121515.29,60757.645,2,0.0,1.0,1,False,765,0.0,0.0784313725490196,121515.29,0.0
P0099,E10,2,108060.2,54030.1,2,0.0,1.0,1,False,25,0.0,2.4,108060.2,0.0
P0099,E11,1,255783.88,255783.88,1,0.0,0.0,1,False,1,0.0,30.0,255783.88,0.0
P0099,E12,1,11409.97,11409.97,1,0.0,0.0,1,False,1,0.0,30.0,11409.97,0.0
P0099,E13,2,39891.28,19945.64,2,0.0,0.5,1,False,74,0.0,0.8108108108108107,39891.28,0.0
P0099,E17,1,61663.99,61663.99,1,0.0,0.0,1,False,1,0.0,30.0,61663.99,0.0
P0100,E01,3,346338.43999999994,115446.14666666664,3,0.0,0.3333333333333333,3,False,816,0.0,0.1102941176470588,115446.14666666664,0.0
P0103,E16,2,332737.52,166368.76,2,0.0,0.5,2,False,255,0.0,0.2352941176470588,166368.76,0.0
P0100,E04,1,20971.04,20971.04,1,0.0,0.0,1,False,1,0.0,30.0,20971.04,0.0
P0100,E05,1,101132.6,101132.6,1,0.0,0.0,1,False,1,0.0,30.0,101132.6,0.0
P0100,E06,1,61718.89,61718.89,1,0.0,0.0,1,False,1,0.0,30.0,61718.89,0.0
P0100,E08,1,209079.54,209079.54,1,0.0,1.0,1,False,1,0.0,30.0,209079.54,0.0
P0100,E09,1,27312.6,27312.6,1,0.0,1.0,1,False,1,0.0,30.0,27312.6,0.0
P0100,E11,1,100349.49,100349.49,1,0.0,1.0,1,False,1,0.0,30.0,100349.49,0.0
P0100,E13,4,206400.72000000003,51600.18000000001,4,0.0,0.25,2,False,603,0.0,0.1990049751243781,103200.36000000002,0.0
P0100,E14,3,186180.88,62060.293333333335,2,0.0,0.6666666666666666,2,False,464,0.3333333333333333,0.1939655172413793,93090.44,0.0
P0100,E02,2,119757.35,59878.675,2,0.0,0.0,2,False,126,0.0,0.4761904761904761,59878.675,0.0
P0097,E00,1,9550.05,9550.05,1,0.0,0.0,1,False,1,0.0,30.0,9550.05,0.0
P0097,E01,1,31922.13,31922.13,1,1.0,0.0,1,False,1,0.0,30.0,31922.13,0.0
P0097,E02,1,44059.78,44059.78,1,0.0,0.0,1,False,1,0.0,30.0,44059.78,0.0
P0097,E05,1,241612.75,241612.75,1,0.0,0.0,1,False,1,0.0,30.0,241612.75,0.0
P0097,E06,1,5852.53,5852.53,1,1.0,0.0,1,False,1,0.0,30.0,5852.53,0.0
P0097,E10,1,34168.89,34168.89,1,0.0,0.0,1,False,1,0.0,30.0,34168.89,0.0
P0097,E17,1,28200.87,28200.87,1,0.0,1.0,1,False,1,0.0,30.0,28200.87,0.0
P0098,E02,2,437323.06,218661.53,2,0.0,0.0,2,False,261,0.0,0.2298850574712644,218661.53,0.0
P0099,E05,1,42708.9,42708.9,1,0.0,0.0,1,False,1,0.0,30.0,42708.9,0.0
P0098,E06,2,184897.26,92448.63,2,0.5,0.0,2,False,798,0.0,0.075187969924812,92448.63,0.0
P0098,E08,1,32864.85,32864.85,1,0.0,0.0,1,False,1,0.0,30.0,32864.85,0.0
