id_contrato,id_proveedor,id_entidad,id_funcionario,modalidad,objeto,categoria_principal,monto,fecha_contrato,es_favoritismo_real,es_fraccionamiento_real,escenario_sintetico
C000389,P0004,E12,F021,Contratación Directa,Servicio de limpieza y vigilancia,services,20670.03,2024-07-14,False,False,normal
C001581,P0166,E06,F039,Comparación de Precios,Adquisición de bienes de oficina,goods,142638.38,2023-09-25,False,False,normal
C000924,P0187,E14,F040,Comparación de Precios,Adquisición de bienes de oficina,goods,103003.21,2024-05-21,False,False,normal
C003424,P0078,E01,F018,Comparación de Precios,Obra de rehabilitación vial,works,12784.47,2025-08-05,False,False,normal
C003405,P0059,E10,F008,Comparación de Precios,Obra de rehabilitación vial,works,8438.91,2025-06-28,False,False,normal
C002508,P0099,E12,F021,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,11409.97,2025-08-28,False,False,normal
C002036,P0123,E15,F035,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,20452.55,2026-04-09,False,False,normal
C002953,P0099,E04,F030,Licitación Pública,Servicio de limpieza y vigilancia,services,79519.62,2023-10-10,False,False,normal
C001224,P0034,E14,F016,Comparación de Precios,Adquisición de materiales de construcción,goods,94391.16,2024-10-29,False,False,normal
C002549,P0177,E16,F057,Adjudicación Simplificada,Servicio de capacitación,services,154444.42,2023-03-28,False,False,normal
C001946,P0182,E04,F053,Licitación Pública,Servicio de capacitación,services,120073.07,2023-04-14,False,False,normal
C000739,P0134,E15,F035,Licitación Pública,Servicio de capacitación,services,41853.78,2023-10-22,False,False,normal
C000040,P0174,E11,F049,Adjudicación Simplificada,Consultoría en ingeniería,services,51404.32,2026-05-11,False,False,normal
C000868,P0179,E13,F058,Concurso Público,Obra de rehabilitación vial,works,81855.65,2024-05-29,False,False,normal
C002779,P0209,E05,F059,Comparación de Precios,Adquisición de materiales de construcción,goods,30631.34,2023-01-09,False,False,normal
C000539,P0184,E07,F036,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,57207.59,2024-09-17,False,False,normal
C002745,P0184,E05,F045,Comparación de Precios,Adquisición de equipos informáticos,goods,32198.67,2025-05-31,False,False,normal
C003088,P0058,E05,F059,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,21166.1,2023-06-24,False,False,normal
C002723,P0170,E03,F000,Concurso Público,Adquisición de equipos informáticos,goods,34364.86,2025-03-01,False,False,normal
C001371,P0193,E06,F006,Contratación Directa,Adquisición de materiales de construcción,goods,4159.22,2023-11-01,False,False,normal
C001145,P0064,E17,F031,Adjudicación Simplificada,Servicio de capacitación,services,110913.7,2023-08-23,False,False,normal
C001031,P0166,E15,F035,Adjudicación Simplificada,Servicio de capacitación,services,32164.08,2024-07-05,False,False,normal
C000372,P0034,E17,F031,Comparación de Precios,Servicio de capacitación,services,8494.59,2025-10-26,False,False,normal
C000667,P0144,E05,F047,Comparación de Precios,Suministro de combustible,goods,108155.01,2024-09-01,False,False,normal
C000357,P0166,E07,F013,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,16126.14,2026-04-30,False,False,normal
C000967,P0189,E14,F040,Licitación Pública,Servicio de capacitación,services,249780.62,2023-10-20,False,False,normal
C002831,P0059,E02,F044,Comparación de Precios,Servicio de transporte,services,142253.07,2023-06-12,False,False,normal
C002783,P0060,E08,F020,Comparación de Precios,Servicio de limpieza y vigilancia,services,81393.42,2026-06-09,False,False,normal
C001353,P0092,E01,F048,Comparación de Precios,Obra de rehabilitación vial,works,30160.65,2025-05-03,False,False,normal
C001035,P0158,E03,F000,Adjudicación Simplificada,Consultoría en ingeniería,services,36685.9,2024-09-30,False,False,normal
C000470,P0213,E05,F009,Contratación Directa,Servicio de mantenimiento de infraestructura,services,153674.75,2025-06-22,False,False,normal
C003193,P0069,E16,F024,Contratación Directa,Servicio de capacitación,services,188492.41,2026-06-20,False,False,normal
C001396,P0090,E02,F044,Licitación Pública,Suministro de combustible,goods,102417.97,2024-07-17,False,False,normal
C003230,P0197,E05,F059,Concurso Público,Adquisición de materiales de construcción,goods,68651.05,2025-12-01,False,False,normal
C001549,P0097,E10,F026,Concurso Público,Servicio de limpieza y vigilancia,services,34168.89,2025-09-01,False,False,normal
C001256,P0091,E07,F036,Comparación de Precios,Servicio de transporte,services,82256.27,2025-02-11,False,False,normal
C002094,P0153,E12,F021,Licitación Pública,Servicio de transporte,services,142814.17,2024-10-31,False,False,normal
C001555,P0174,E07,F036,Comparación de Precios,Adquisición de bienes de oficina,goods,177568.23,2024-03-22,False,False,normal
C003187,P0107,E12,F050,Comparación de Precios,Obra de rehabilitación vial,works,44419.45,2026-06-16,False,False,normal
C001250,P0070,E17,F003,Licitación Pública,Servicio de capacitación,services,107455.02,2025-05-02,False,False,normal
C001699,P0201,E08,F028,Adjudicación Simplificada,Obra de rehabilitación vial,works,13600.06,2024-04-07,False,False,normal
C001252,P0028,E03,F000,Concurso Público,Adquisición de equipos informáticos,goods,12173.6,2026-01-10,False,False,normal
C003414,P0090,E08,F028,Adjudicación Simplificada,Consultoría en ingeniería,services,50760.83,2025-07-24,False,False,normal
C003435,P0129,E00,F041,,Adquisición de bienes de oficina,goods,61277.4,2026-04-05,False,False,normal
C002933,P0058,E06,F006,Licitación Pública,Obra de rehabilitación vial,works,63495.26,2025-10-17,False,False,normal
C000079,P0072,E15,F035,Comparación de Precios,Servicio de limpieza y vigilancia,services,77515.16,2023-04-13,False,False,normal
C001172,P0179,E17,F012,Contratación Directa,Consultoría en ingeniería,services,271615.72,2026-03-29,False,False,normal
C000814,P0062,E06,F006,Adjudicación Simplificada,Servicio de capacitación,services,28068.08,2025-03-22,False,False,normal
C001852,P0067,E13,F056,Comparación de Precios,Servicio de limpieza y vigilancia,services,116613.3,2025-10-08,False,False,normal
C002220,P0079,E15,F035,Adjudicación Simplificada,Consultoría en ingeniería,services,24406.26,2025-11-04,False,False,normal
C002719,P0033,E06,F006,Licitación Pública,Obra de rehabilitación vial,works,9529.44,2023-07-04,False,False,normal
C003239,P0112,E14,F016,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,52767.69,2023-01-20,False,False,normal
C002105,P0039,E08,F022,Comparación de Precios,Consultoría en ingeniería,services,78696.8,2024-03-17,False,False,normal
C000133,P0139,E09,F033,Licitación Pública,Adquisición de equipos informáticos,goods,84186.63,2025-07-28,False,False,normal
C001140,P0172,E17,F003,Comparación de Precios,,services,24217.36,2025-12-29,False,False,normal
C000933,P0137,E12,F050,Concurso Público,Adquisición de equipos informáticos,goods,41379.66,2026-04-02,False,False,normal
C000928,P0004,E01,F048,Adjudicación Simplificada,Consultoría en ingeniería,services,113639.35,2023-02-01,False,False,normal
C000823,P0124,E05,F001,Contratación Directa,Consultoría en ingeniería,services,87125.79,2023-11-25,False,False,normal
C001531,P0039,E09,F027,Comparación de Precios,Obra de rehabilitación vial,works,64621.78,2023-10-10,False,False,normal
C001214,P0143,E05,F037,Concurso Público,Suministro de combustible,goods,134253.79,2025-03-11,False,False,normal
C000504,P0035,E17,F003,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,24650.1,2023-09-16,False,False,normal
C900052,P0074,E06,F039,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,454528.72,2024-05-10,True,False,favoritismo_sembrado
C002395,P0083,E15,F035,Licitación Pública,Servicio de mantenimiento de infraestructura,services,21840.11,2023-01-29,False,False,normal
C001996,P0083,E14,F040,Adjudicación Simplificada,,goods,13007.8,2026-06-09,False,False,normal
C002434,P0061,E04,F030,Adjudicación Simplificada,Servicio de capacitación,services,69915.75,2023-10-11,False,False,normal
C001958,P0030,E16,F002,Licitación Pública,Obra de rehabilitación vial,works,51722.61,2023-05-30,False,False,normal
C001384,P0147,E06,F039,Adjudicación Simplificada,Consultoría en ingeniería,services,147866.47,2024-10-16,False,False,normal
C000894,P0213,E08,F022,Licitación Pública,Suministro de combustible,goods,63679.01,2023-08-01,False,False,normal
C000828,P0092,E14,F016,,Suministro de combustible,goods,28317.93,2024-09-08,False,False,normal
C700105,P0098,E11,F049,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,333527.03,2026-06-15,False,False,hard_negative_concentracion_legitima
C002523,P0011,E04,F019,Licitación Pública,Servicio de capacitación,services,33012.04,2026-02-20,False,False,normal
C001683,P0005,E13,F056,Comparación de Precios,Adquisición de bienes de oficina,goods,43606.89,2024-08-06,False,False,normal
C800015,P0088,E02,F011,Licitación Pública Abreviada,Suministro de combustible,goods,180084.44,2025-11-25,False,True,fraccionamiento_sembrado
C003150,P0016,E03,F000,Contratación Directa,Adquisición de materiales de construcción,goods,239160.58,2026-06-03,False,False,normal
C800024,P0019,E13,F055,Adjudicación Simplificada,Suministro de combustible,goods,304136.43,2024-07-31,False,True,fraccionamiento_sembrado
C000652,P0167,E17,F003,Contratación Directa,Adquisición de materiales de construcción,goods,17509.39,2025-03-28,False,False,normal
C000172,P0019,E03,F000,Comparación de Precios,Suministro de combustible,goods,81602.9,2024-09-07,False,False,normal
C000038,P0158,E14,F016,Contratación Directa,Servicio de mantenimiento de infraestructura,services,139606.63,2026-03-21,False,False,normal
C700035,P0062,E14,F016,Licitación Pública,Servicio de capacitación,services,660812.44,2024-10-29,False,False,hard_negative_concentracion_legitima
C000713,P0159,E06,F006,Licitación Pública,Servicio de capacitación,services,103803.37,2024-11-02,False,False,normal
C000090,P0156,E09,F046,Contratación Directa,Obra de rehabilitación vial,works,208553.31,2026-06-10,False,False,normal
C900037,P0156,E02,F051,Contratación Directa,Obra de rehabilitación vial,works,220193.42,2024-11-23,True,False,favoritismo_sembrado
C001205,P0076,E12,F050,Adjudicación Simplificada,Servicio de capacitación,services,56785.79,2023-05-17,False,False,normal
C002923,P0211,E16,F002,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,45777.53,2023-10-20,False,False,normal
C003041,P0165,E13,F056,Adjudicación Simplificada,Servicio de transporte,services,190024.03,2024-01-19,False,False,normal
C003352,P0103,E00,F010,Contratación Directa,Obra de rehabilitación vial,works,97109.97,2025-08-07,False,False,normal
C001827,P0197,E02,F011,Concurso Público,Adquisición de equipos informáticos,goods,33709.44,2023-07-25,False,False,normal
C001155,P0116,E07,F023,Contratación Directa,Adquisición de materiales de construcción,goods,43837.82,2024-01-13,False,False,normal
C001324,P0194,E13,F058,Comparación de Precios,Adquisición de equipos informáticos,goods,55974.83,2023-02-25,False,False,normal
C000216,P0021,E15,F035,Contratación Directa,Adquisición de materiales de construcción,goods,,2023-02-14,False,False,normal
C000510,P0211,E06,F039,Adjudicación Simplificada,Servicio de capacitación,services,110883.5,2025-12-04,False,False,normal
C001680,P0203,E17,F012,Adjudicación Simplificada,Servicio de capacitación,services,50401.68,2023-09-06,False,False,normal
C000499,P0187,E02,F051,Licitación Pública,Adquisición de bienes de oficina,goods,47172.37,2025-08-16,False,False,normal
C003047,P0077,E12,F021,Adjudicación Simplificada,,goods,33038.57,2024-06-01,False,False,normal
C001856,P0064,E13,F058,Comparación de Precios,Adquisición de bienes de oficina,goods,128327.72,2024-11-19,False,False,normal
C001388,P0132,E02,F011,Comparación de Precios,Servicio de limpieza y vigilancia,services,50461.6,2025-08-26,False,False,normal
C001519,P0125,E00,F010,Comparación de Precios,Suministro de combustible,goods,37722.31,2026-06-09,False,False,normal
C002386,P0111,E14,F016,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,178419.1,2024-07-31,False,False,normal
C003356,P0091,E10,F004,Comparación de Precios,Adquisición de equipos informáticos,goods,16039.1,2026-03-30,False,False,normal
C002076,P0182,E17,F012,Adjudicación Simplificada,Consultoría en ingeniería,services,117398.47,2025-01-03,False,False,normal
C001540,P0050,E08,F015,Licitación Pública,Servicio de transporte,services,28764.05,2026-06-21,False,False,normal
C001217,P0135,E06,F039,Licitación Pública,Adquisición de materiales de construcción,goods,108008.03,2023-11-01,False,False,normal
C002681,P0037,E11,F054,Licitación Pública,Suministro de combustible,goods,516173.5,2025-07-06,False,False,normal
C700039,P0062,E14,F040,Adjudicación Simplificada,Servicio de capacitación,services,446922.51,2024-11-06,False,False,hard_negative_concentracion_legitima
C002993,P0140,E01,F017,Comparación de Precios,Adquisición de bienes de oficina,goods,60683.58,2024-01-06,False,False,normal
C001416,P0166,E16,F002,Adjudicación Simplificada,Obra de rehabilitación vial,works,134201.42,2023-11-04,False,False,normal
C002217,P0165,E05,F001,Comparación de Precios,Obra de rehabilitación vial,works,67330.31,2024-05-16,False,False,normal
C700066,P0156,E02,F025,Licitación Pública,Servicio de mantenimiento de infraestructura,services,417920.54,2026-04-23,False,False,hard_negative_concentracion_legitima
C001676,P0152,E14,F040,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,152682.08,2025-04-26,False,False,normal
C001197,P0105,E03,F000,Licitación Pública,Obra de rehabilitación vial,works,20226.82,2024-04-16,False,False,normal
C001542,P0166,E11,F007,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,33093.63,2025-08-09,False,False,normal
C002960,P0202,E02,F025,Concurso Público,Adquisición de materiales de construcción,goods,33881.84,2023-05-03,False,False,normal
C002539,P0169,E09,F027,Licitación Pública,,services,10884.93,2023-03-09,False,False,normal
C000953,P0004,E09,F027,Comparación de Precios,Adquisición de materiales de construcción,goods,89960.85,2025-12-10,False,False,normal
C002635,P0168,E02,F025,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,73615.37,2023-09-23,False,False,normal
C000750,P0194,E09,F034,Adjudicación Simplificada,Servicio de capacitación,services,15045.53,2023-10-15,False,False,normal
C002705,P0160,E00,F041,,Servicio de mantenimiento de infraestructura,services,44300.39,2023-07-17,False,False,normal
C000234,P0029,E03,F000,Comparación de Precios,Adquisición de bienes de oficina,goods,30509.32,2024-03-14,False,False,normal
C000732,P0056,E01,F018,Comparación de Precios,Adquisición de materiales de construcción,goods,55632.42,2024-05-08,False,False,normal
C800020,P0204,E05,F009,Concurso Público Abreviado,Servicio de transporte,services,199450.77,2026-05-05,False,True,fraccionamiento_sembrado
C001156,P0131,E16,F024,Adjudicación Simplificada,Obra de rehabilitación vial,works,32013.71,2024-06-15,False,False,normal
C003283,P0053,E03,F000,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,11638.88,2024-02-01,False,False,normal
C002445,P0114,E06,F039,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,67409.03,2023-05-17,False,False,normal
C002982,P0081,E06,F006,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,29941.05,2025-08-15,False,False,normal
C001209,P0134,E07,F036,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,50964.09,2026-03-10,False,False,normal
C001065,P0127,E11,F007,Comparación de Precios,Obra de rehabilitación vial,works,8541.52,2026-01-25,False,False,normal
C002156,P0200,E00,F038,Adjudicación Simplificada,Servicio de transporte,services,66717.17,2024-09-25,False,False,normal
C001062,P0193,E14,F040,Contratación Directa,Servicio de limpieza y vigilancia,services,107004.12,2024-05-23,False,False,normal
C002616,P0133,E00,F038,Licitación Pública,Consultoría en ingeniería,services,66227.97,2025-05-28,False,False,normal
C001167,P0160,E09,F034,Concurso Público,Servicio de limpieza y vigilancia,services,22141.14,2024-03-28,False,False,normal
C001492,P0199,E03,F000,,Servicio de transporte,services,111711.66,2024-08-14,False,False,normal
C002938,P0001,E08,F014,Adjudicación Simplificada,,services,117888.71,2024-06-29,False,False,normal
C002995,P0024,E17,F003,Licitación Pública,Servicio de transporte,services,30313.5,2023-08-25,False,False,normal
C003042,P0130,E02,F011,Comparación de Precios,Servicio de limpieza y vigilancia,services,106678.76,2024-05-25,False,False,normal
C000884,P0037,E13,F058,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,33989.63,2025-10-12,False,False,normal
C000143,P0157,E04,F053,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,74401.49,2026-04-17,False,False,normal
C900023,P0012,E01,F018,Contratación Directa,Servicio de limpieza y vigilancia,services,119225.16,2025-11-26,True,False,favoritismo_sembrado
C000850,P0102,E03,F000,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,358935.71,2026-01-29,False,False,normal
C002782,P0181,E13,F055,Comparación de Precios,Adquisición de materiales de construcción,goods,86439.75,2025-11-08,False,False,normal
C000717,P0142,E04,F019,Comparación de Precios,Suministro de combustible,goods,186330.03,2025-12-22,False,False,normal
C700011,P0143,E06,F039,Adjudicación Simplificada,Servicio de transporte,services,106227.86,2026-06-12,False,False,hard_negative_concentracion_legitima
C002502,P0067,E15,F035,Contratación Directa,Servicio de mantenimiento de infraestructura,services,107535.77,2024-09-16,False,False,normal
C000264,P0208,E01,F017,Comparación de Precios,Servicio de capacitación,services,384421.47,2024-05-31,False,False,normal
C000075,P0068,E13,F058,Comparación de Precios,Adquisición de equipos informáticos,goods,44474.74,2025-05-27,False,False,normal
C002492,P0179,E03,F000,Adjudicación Simplificada,Obra de rehabilitación vial,works,20429.51,2023-11-13,False,False,normal
C000395,P0213,E16,F002,Licitación Pública,Consultoría en ingeniería,services,3238.42,2024-12-03,False,False,normal
C700080,P0133,E04,F053,Licitación Pública,Obra de rehabilitación vial,works,135772.19,2024-07-13,False,False,hard_negative_concentracion_legitima
C002224,P0025,E05,F059,Licitación Pública,Adquisición de bienes de oficina,goods,52773.03,2026-03-01,False,False,normal
C003455,P0166,E13,F058,Adjudicación Simplificada,Obra de rehabilitación vial,works,75069.18,2024-12-30,False,False,normal
C000396,P0206,E01,F018,Adjudicación Simplificada,Obra de rehabilitación vial,works,166933.04,2024-10-02,False,False,normal
C001365,P0195,E06,F039,Comparación de Precios,Servicio de limpieza y vigilancia,services,85423.47,2025-07-07,False,False,normal
C003075,P0210,E00,F038,Adjudicación Simplificada,Servicio de capacitación,services,205861.23,2024-02-05,False,False,normal
C001903,P0048,E10,F004,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,94677.86,2023-10-23,False,False,normal
C000595,P0083,E06,F006,Comparación de Precios,Obra de rehabilitación vial,works,262916.13,2024-07-04,False,False,normal
C002109,P0063,E07,F013,Adjudicación Simplificada,Consultoría en ingeniería,services,58834.65,2023-06-30,False,False,normal
C001296,P0183,E06,F006,Contratación Directa,Servicio de limpieza y vigilancia,services,59201.91,2023-06-22,False,False,normal
C001821,P0154,E17,F012,Concurso Público,Adquisición de bienes de oficina,goods,114616.74,2024-01-17,False,False,normal
C000872,P0065,E15,F035,Contratación Directa,Suministro de combustible,goods,109304.81,2024-11-19,False,False,normal
C003196,P0031,E00,F038,Adjudicación Simplificada,Servicio de capacitación,services,30634.11,2023-02-11,False,False,normal
C700095,P0054,E10,F026,Adjudicación Simplificada,Servicio de capacitación,services,485681.84,2024-05-09,False,False,hard_negative_concentracion_legitima
C002326,P0170,E01,F048,Adjudicación Simplificada,Consultoría en ingeniería,services,15130.91,2024-06-13,False,False,normal
C001548,P0149,E10,F004,Comparación de Precios,Adquisición de materiales de construcción,goods,49388.53,2024-11-09,False,False,normal
C000036,P0104,E00,F038,Adjudicación Simplificada,Servicio de capacitación,services,64346.23,2026-03-20,False,False,normal
C002710,P0048,E12,F050,Contratación Directa,Servicio de capacitación,services,48460.3,2025-03-13,False,False,normal
C003109,P0156,E09,F034,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,87677.74,2025-02-20,False,False,normal
C002143,P0152,E11,F049,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,11534.61,2023-04-19,False,False,normal
C003155,P0122,E02,F025,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,16328.84,2023-05-08,False,False,normal
C000977,P0087,E09,F027,Comparación de Precios,Adquisición de materiales de construcción,goods,707289.99,2026-06-26,False,False,normal
C001571,P0191,E09,F027,Contratación Directa,Servicio de transporte,services,16433.3,2026-03-28,False,False,normal
C001122,P0081,E05,F009,Licitación Pública,Adquisición de equipos informáticos,goods,48010.8,2024-03-02,False,False,normal
C002786,P0173,E11,F054,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,8708.52,2025-01-02,False,False,normal
C002239,P0039,E11,F049,Licitación Pública,Servicio de limpieza y vigilancia,services,45461.8,2024-05-18,False,False,normal
C002967,P0025,E00,F038,Adjudicación Simplificada,Servicio de transporte,services,20765.72,2026-04-11,False,False,normal
C002504,P0095,E03,F000,Licitación Pública,Adquisición de materiales de construcción,goods,26007.79,2025-12-12,False,False,normal
C001892,P0028,E11,F007,Adjudicación Simplificada,Obra de rehabilitación vial,works,77944.08,2024-01-19,False,False,normal
C000675,P0018,E15,F035,Licitación Pública,Adquisición de equipos informáticos,goods,35365.54,2023-01-05,False,False,normal
C002808,P0205,E11,F049,Concurso Público,Servicio de limpieza y vigilancia,services,14631.23,2023-05-07,False,False,normal
C003068,P0063,E03,F000,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,375453.16,2025-08-20,False,False,normal
C000728,P0008,E03,F000,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,61697.98,2023-07-09,False,False,normal
C000412,P0113,E00,F041,Adjudicación Simplificada,Obra de rehabilitación vial,works,15363.6,2024-03-16,False,False,normal
C001516,P0178,E09,F034,Comparación de Precios,Servicio de capacitación,services,12512.37,2025-06-17,False,False,normal
C001649,P0096,E02,F011,Comparación de Precios,Adquisición de bienes de oficina,goods,,2024-01-13,False,False,normal
C000825,P0090,E17,F003,Comparación de Precios,Obra de rehabilitación vial,works,36575.4,2023-01-03,False,False,normal
C000616,P0062,E03,F000,Adjudicación Simplificada,Obra de rehabilitación vial,works,146356.21,2024-11-18,False,False,normal
C000114,P0139,E10,F008,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,209342.09,2025-01-21,False,False,normal
C000417,P0112,E01,F017,Adjudicación Simplificada,Servicio de transporte,services,354046.25,2024-01-07,False,False,normal
C003069,P0103,E14,F029,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,14272.11,2024-12-15,False,False,normal
C001625,P0137,E09,F046,Licitación Pública,Adquisición de materiales de construcción,goods,46478.19,2024-11-24,False,False,normal
C003017,P0203,E10,F008,,Servicio de capacitación,services,58372.64,2025-03-08,False,False,normal
C002652,P0070,E02,F051,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,93067.07,2026-01-12,False,False,normal
C900018,P0012,E01,F017,Comparación de Precios,Servicio de limpieza y vigilancia,services,270638.63,2026-05-06,True,False,favoritismo_sembrado
C000089,P0131,E05,F045,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,24350.44,2023-01-10,False,False,normal
C002896,P0205,E16,F057,Contratación Directa,Servicio de transporte,services,53383.19,2023-09-11,False,False,normal
C003226,P0050,E15,F035,,Adquisición de materiales de construcción,goods,303096.63,2025-07-28,False,False,normal
C002082,P0146,E07,F013,Concurso Público,Servicio de capacitación,services,16827.93,2025-02-18,False,False,normal
C000753,P0175,E05,F059,Comparación de Precios,Adquisición de bienes de oficina,goods,7062.11,2024-09-27,False,False,normal
C002546,P0119,E15,F035,Adjudicación Simplificada,Servicio de transporte,services,75024.76,2024-05-28,False,False,normal
C001630,P0199,E07,F023,Comparación de Precios,Servicio de limpieza y vigilancia,services,32347.84,2024-10-03,False,False,normal
C000011,P0182,E01,F017,Concurso Público,Consultoría en ingeniería,services,50885.54,2025-10-13,False,False,normal
C002444,P0052,E02,F025,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,658102.99,2023-05-01,False,False,normal
C000284,P0118,E13,F056,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,71776.63,2023-08-22,False,False,normal
C001066,P0050,E17,F031,Comparación de Precios,Obra de rehabilitación vial,works,7984.72,2023-10-30,False,False,normal
C001191,P0160,E01,F017,Licitación Pública,Adquisición de equipos informáticos,goods,17122.48,2025-03-03,False,False,normal
C001440,P0153,E03,F000,Contratación Directa,Servicio de limpieza y vigilancia,services,127493.61,2025-03-10,False,False,normal
C003462,P0116,E15,F035,Comparación de Precios,Obra de rehabilitación vial,works,33167.89,2025-09-13,False,False,normal
C003460,P0136,E03,F000,Comparación de Precios,Adquisición de materiales de construcción,goods,393785.36,2025-11-12,False,False,normal
C002738,P0202,E10,F004,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,36108.54,2023-05-26,False,False,normal
C003340,P0134,E16,F057,Licitación Pública,Suministro de combustible,goods,38255.53,2023-02-26,False,False,normal
C001568,P0075,E06,F039,Comparación de Precios,Servicio de limpieza y vigilancia,services,217703.96,2023-01-08,False,False,normal
C002427,P0139,E07,F036,Adjudicación Simplificada,Consultoría en ingeniería,services,15752.16,2023-11-24,False,False,normal
C002737,P0212,E11,F049,Licitación Pública,Suministro de combustible,goods,66362.31,2026-03-08,False,False,normal
C800030,P0052,E17,F012,Licitación Pública Abreviada,Adquisición de bienes de oficina,goods,142059.37,2025-09-14,False,True,fraccionamiento_sembrado
C001687,P0015,E11,F054,Adjudicación Simplificada,,services,127725.39,2023-01-02,False,False,normal
C000851,P0093,E17,F031,Adjudicación Simplificada,Servicio de capacitación,services,13064.92,2023-04-13,False,False,normal
C002207,P0005,E00,F010,Adjudicación Simplificada,Obra de rehabilitación vial,works,15972.94,2025-05-30,False,False,normal
C000895,P0108,E01,F017,Comparación de Precios,Suministro de combustible,goods,103812.86,2023-04-14,False,False,normal
C000496,P0115,E03,F000,Adjudicación Simplificada,Consultoría en ingeniería,services,200639.4,2024-12-10,False,False,normal
C002305,P0015,E02,F025,Contratación Directa,Consultoría en ingeniería,services,55298.64,2026-06-21,False,False,normal
C001782,P0053,E03,F000,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,49888.41,2024-12-27,False,False,normal
C000335,P0217,E07,F013,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,53147.76,2024-10-06,False,False,normal
C002839,P0198,E03,F000,Licitación Pública,Servicio de capacitación,services,46478.06,2026-06-08,False,False,normal
C003087,P0199,E17,F031,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,,2025-02-04,False,False,normal
C000515,P0042,E03,F000,Comparación de Precios,Adquisición de equipos informáticos,goods,64222.77,2023-03-07,False,False,normal
C001348,P0198,E11,F007,Concurso Público,Servicio de capacitación,services,114004.44,2024-03-18,False,False,normal
C001015,P0013,E04,F030,Adjudicación Simplificada,Consultoría en ingeniería,services,30760.42,2024-05-29,False,False,normal
C002816,P0023,E02,F044,Contratación Directa,,services,51158.59,2024-02-20,False,False,normal
C003470,P0194,E14,F029,Comparación de Precios,Obra de rehabilitación vial,works,64129.17,2025-08-22,False,False,normal
C003464,P0215,E12,F021,Adjudicación Simplificada,Servicio de capacitación,services,49413.66,2023-11-07,False,False,normal
C002809,P0201,E00,F041,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,15817.99,2024-06-10,False,False,normal
C003168,P0068,E11,F054,Comparación de Precios,Adquisición de bienes de oficina,goods,555964.38,2023-12-08,False,False,normal
C001781,P0137,E15,F035,Comparación de Precios,Consultoría en ingeniería,services,466036.68,2025-03-17,False,False,normal
C002569,P0066,E07,F036,Comparación de Precios,Adquisición de bienes de oficina,goods,36661.32,2024-05-09,False,False,normal
C001785,P0151,E17,F003,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,20566.48,2025-01-25,False,False,normal
C002070,P0039,E09,F034,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,17764.38,2024-05-21,False,False,normal
C000356,P0015,E03,F000,Comparación de Precios,Adquisición de equipos informáticos,goods,66926.51,2023-08-05,False,False,normal
C700025,P0180,E16,F057,Licitación Pública,Obra de rehabilitación vial,works,411776.65,2025-10-29,False,False,hard_negative_concentracion_legitima
C001312,P0119,E07,F013,Concurso Público,Servicio de mantenimiento de infraestructura,services,73376.91,2025-12-19,False,False,normal
C001635,P0125,E01,F048,Concurso Público,Servicio de capacitación,services,23458.58,2026-06-09,False,False,normal
